,sentence,slot,intent,label
245,add a kj 52 track to the te quiero playlist,O O B-artist I-artist B-music_item O O B-playlist I-playlist O,AddToPlaylist,0
246,add the lady bunny album to décadas,O O B-artist I-artist B-music_item O B-playlist,AddToPlaylist,0
247,book the mustard seed in turks and caicos islands for 9 people,O B-restaurant_name I-restaurant_name I-restaurant_name O B-country I-country I-country I-country O B-party_size_number O,BookRestaurant,1
248,play some oleg anofriyev from 1960,O O B-artist I-artist O B-year,PlayMusic,3
249,play a sound track by tom thacker,O O B-music_item I-music_item O B-artist I-artist,PlayMusic,3
250,book in town for 3 at a restaurant outdoor that is not far,O B-poi I-poi O B-party_size_number O O B-restaurant_type B-facility O O B-spatial_relation I-spatial_relation,BookRestaurant,1
251,play the concert from philip oakey 1973 concert on netflix,O O O O B-artist I-artist B-year O O B-service,PlayMusic,3
252,add a tune to my this is marc anthony playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,0
253,is there going to be a depression two hundred sixteen days and a half from now in mill bluff state park,O O O O O O B-condition_description B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather,2
254,i give this current novel zero stars and a best rating of 6,O O O B-object_select B-object_type B-rating_value B-rating_unit O O O O O B-best_rating,RateBook,4
255,give 5 out of 6 points to racing the rain,O B-rating_value O O B-best_rating B-rating_unit O B-object_name I-object_name I-object_name,RateBook,4
256,what is the local movie times,O O O O B-object_type I-object_type,SearchScreeningEvent,6
257,what is the forecast for west virginia will it be snowy,O O O O O B-state I-state O O O B-condition_description,GetWeather,2
258,what s the forecast for alley canada,O O O O O B-city B-country,GetWeather,2
259,can you put this track onto the playlist the selektor,O O O O B-music_item O O O B-playlist I-playlist,AddToPlaylist,0
260,i want to book a far brasserie that serves minestrone in pa for a party of 9 in 15 minutes,O O O O O B-spatial_relation B-restaurant_type O O B-served_dish O B-state O O O O B-party_size_number O B-timeRange I-timeRange,BookRestaurant,1
261,rate this current essay four out of 6,O B-object_select I-object_select B-object_type B-rating_value O O B-best_rating,RateBook,4
262,i need a table at a highly rated diner,O O O O O O B-sort I-sort B-restaurant_type,BookRestaurant,1
263,rate the current album two points,O O B-object_select B-object_type B-rating_value B-rating_unit,RateBook,4
264,what s the weather forecast not far from here,O O O O O B-spatial_relation I-spatial_relation O B-current_location,GetWeather,2
265,i want to reserve a gastropub that has a spa,O O O O O B-restaurant_type O O O B-facility,BookRestaurant,1
266,play lastfm pop tunes,O B-service B-genre O,PlayMusic,3
267,play music from the top-5 from artist kenia arias,O O O O B-sort O O B-artist I-artist,PlayMusic,3
268,use netflix to play michael white tune from 1955,O B-service O O B-artist I-artist B-music_item O B-year,PlayMusic,3
269,find a reservation at a brasserie restaurant nearby sc for a party of ten,O O O O O B-restaurant_type I-restaurant_type B-spatial_relation B-state O O O O B-party_size_number,BookRestaurant,1
270,add image to the nuclear blast novelties playlist,O B-entity_name O O B-playlist I-playlist I-playlist O,AddToPlaylist,0
271,what s the weather for april 10th 2028 in arkansas,O O O O O B-timeRange I-timeRange I-timeRange O B-state,GetWeather,2
272,show me the book f-1 grand prix part ii,O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
273,give me movie times,O O B-object_type I-object_type,SearchScreeningEvent,6
274,will it be stormy in ritchey in palau,O O O B-condition_description O B-city O B-country,GetWeather,2
275,what movies are scheduled in the neighbourhood,O B-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,6
276,i would give the call of the toad a value of zero and a best rating of 6,O O O B-object_name I-object_name I-object_name I-object_name I-object_name O O O B-rating_value O O O O O B-best_rating,RateBook,4
277,give me some hank shermann from 1975 on lastfm,O O O B-artist I-artist O B-year O B-service,PlayMusic,3
278,what movies are scheduled at plitt theatres,O B-movie_type O O O B-location_name I-location_name,SearchScreeningEvent,6
279,book a restaurant for 7 people,O O B-restaurant_type O B-party_size_number O,BookRestaurant,1
280,find movie schedules at imax corporation,O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,6
281,is it hot in gold beach bahrain,O O B-condition_temperature O B-city I-city B-country,GetWeather,2
282,find the cartel vol 2 novel,O B-object_name I-object_name I-object_name I-object_name B-object_type,SearchCreativeWork,5
283,can you please give me the forecast for the dominica,O O O O O O O O O B-country,GetWeather,2
284,show creativity of home brew,O O O B-object_name I-object_name,SearchCreativeWork,5
285,book a table at skycity in salado for me and hannah,O O O O B-restaurant_name O B-city O B-party_size_description I-party_size_description I-party_size_description,BookRestaurant,1
286,what is the forecast for sea isle city in louisiana for warmer weather,O O O O O B-city I-city I-city O B-state O B-condition_temperature O,GetWeather,2
287,add the second three years to my workout twerkout playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
288,forecast for hardinsburg 20 seconds from now,O O B-city B-timeRange I-timeRange I-timeRange I-timeRange,GetWeather,2
289,i need a reservation for four at a bar,O O O O O B-party_size_number O O B-restaurant_type,BookRestaurant,1
290,rate gilgamesh the king 5 out of 6,O B-object_name I-object_name I-object_name B-rating_value O O B-best_rating,RateBook,4
291,add lisa dalbello to my 2015 cma awards nominees list,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,0
292,book the atomic cafe for ten people,O O B-restaurant_name I-restaurant_name O B-party_size_number O,BookRestaurant,1
293,i want to watch manthan,O O O O B-object_name,SearchCreativeWork,5
294,what s the weather in stamps,O O O O O B-city,GetWeather,2
295,book a table for 1 person at a popular brasserie in jansen that serves english food,O O O O B-party_size_number O O O B-sort B-restaurant_type O B-city O O B-cuisine O,BookRestaurant,1
296,show movie schedule at amco entertainment,O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,6
297,i want a restaurant in idaho for 2 of us,O O O B-restaurant_type O B-state O B-party_size_number O O,BookRestaurant,1
298,play portsmouth by paul smith on google music,O B-track O B-artist I-artist O B-service I-service,PlayMusic,3
299,restaurant in niger for my mom and i,B-restaurant_type O B-country O B-party_size_description I-party_size_description I-party_size_description I-party_size_description,BookRestaurant,1
300,search for the toucher and rich show,O O B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
301,play hughie graham by vidyadhar vyas,O B-track I-track O B-artist I-artist,PlayMusic,3
302,add tune to my this is animal collective,O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,0
303,i want the weather for saint martin next year,O O O O O B-country I-country B-timeRange I-timeRange,GetWeather,2
304,is the missing clerk playing,O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,6
305,find the movie schedule for pacific theatres,O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,6
306,not yet: a memoir of living and almost dying was one out of 6 stars,B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value O O B-best_rating B-rating_unit,RateBook,4
307,show creativity of painting of me too,O O O B-object_type O B-object_name I-object_name,SearchCreativeWork,5
308,i am looking for the creative work a wonderful life,O O O O O O O B-object_name I-object_name I-object_name,SearchCreativeWork,5
309,add nour mhanna to workday lounge,O B-artist I-artist O B-playlist I-playlist,AddToPlaylist,0
310,add natasha to my all things post playlist,O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,0
311,add the piano bar to my cindy wilson,O B-playlist I-playlist I-playlist O B-playlist_owner B-artist I-artist,AddToPlaylist,0
312,i would give the series history decoded: the 10 greatest conspiracies of all time a rating of 3 points,O O O O B-object_part_of_series_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O O O B-rating_value B-rating_unit,RateBook,4
313,play a seventies ballad by annunzio paolo mantovani on groove shark,O O B-year B-music_item O B-artist I-artist I-artist O B-service I-service,PlayMusic,3
314,find a tv show called shake hands with beef,O O B-object_type I-object_type O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
315,will it rain here at 13:22:09,O O B-condition_description B-current_location O B-timeRange,GetWeather,2
316,give this a 0 for this book,O B-object_select O B-rating_value O O B-object_type,RateBook,4
317,can you add esquivando charcos to my playlist entitled the piano bar,O O O B-entity_name I-entity_name O B-playlist_owner O O B-playlist I-playlist I-playlist,AddToPlaylist,0
318,can you use pandora to play a soundtrack from 1999 by david sitek,O O O B-service O O O B-music_item O B-year O B-artist I-artist,PlayMusic,3
319,can you add woman of the world to my playlist entitled duetos,O O O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner O O B-playlist,AddToPlaylist,0
320,i want to listen to keep the faith,O O O O O B-object_name I-object_name I-object_name,SearchCreativeWork,5
321,where can i see the show kind of glue,O O O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork,5
322,i want to book a table for me and josefa at jacob wirth restaurant in branford,O O O O O O O B-party_size_description I-party_size_description I-party_size_description O B-restaurant_name I-restaurant_name I-restaurant_name O B-city,BookRestaurant,1
323,what time is cinema playing the village priest,O O O B-object_location_type O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,6
324,play music from 1950,O O O B-year,PlayMusic,3
325,add hold my liquor to electronow,O B-entity_name I-entity_name I-entity_name O B-playlist,AddToPlaylist,0
326,find the tv show tribute to the troops,O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
327,find the nearest movies at a movie theatre,O O B-spatial_relation B-movie_type O O B-object_location_type I-object_location_type,SearchScreeningEvent,6
328,play new ian mclagan,O B-sort B-artist I-artist,PlayMusic,3
329,what s the weather in la pine,O O O O O B-city I-city,GetWeather,2
330,can you add some disco to my playlist called genuine r&b,O O O O B-entity_name O B-playlist_owner O O B-playlist I-playlist,AddToPlaylist,0
331,book me a table for two in oakes,O O O O O B-party_size_number O B-city,BookRestaurant,1
332,play any song from the eighties,O O B-music_item O O B-year,PlayMusic,3
333,add split the difference to my women s lit playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,0
334,what is the forecast for the current spot for cloudy conditions,O O O O O O B-current_location I-current_location O B-condition_description O,GetWeather,2
